record_id,source_type,authors,title,year,journal_or_issuer,doi_or_url,source_database,country,region,income_group,policy_level,health_domain,technology_domain,policy_or_strategy,policy_objective,cti_component,policy_cycle_stage,policy_instrument,implementation_actors,empirical_design,data_source,reported_outputs,reported_outcomes,reported_impacts,barriers,facilitators,ip_present,ip_mechanism,patent_details,licensing_details,technology_transfer_details,access_details,evidence_locator,reviewer1_confidence,reviewer2_confidence,extraction_notes

